RowId,Location
1,66.28549575805664
2,37.406439542770386
3,30.24061346054077
4,36.53468871116638
5,60.204533100128174
6,37.970234870910645
7,72.46571731567383
8,38.025532722473145
9,36.07606816291809
10,37.56056785583496
11,23.002816200256348
12,37.24020481109619
13,56.439579248428345
14,26.940908432006836
15,78.91628551483154
16,28.627206802368164
17,37.71623754501343
18,25.43100929260254
19,15.402508735656738
20,26.973918914794922
21,48.993803948163986
22,52.261972546577454
23,64.99749755859375
24,76.22977924346924
25,32.78257942199707
26,76.45926189422607
27,48.74047029018402
28,70.20590257644653
29,47.481277137994766
30,83.99131107330322
31,66.75811815261841
32,35.99622344970703
33,26.784313201904297
34,37.35170388221741
35,60.584834575653076
36,37.532798051834106
37,73.67451095581055
38,36.46282124519348
39,33.180298805236816
40,38.291404724121094
41,20.206503868103027
42,38.72429180145264
43,55.36361289024353
44,31.224563598632812
45,79.77108764648438
46,28.532793045043945
47,35.66029071807861
48,31.27236557006836
49,12.99836540222168
50,32.03762197494507
51,48.50390821695328
52,58.80422401428223
53,64.45788145065308
54,75.54582023620605
55,34.24728012084961
56,77.2131700515747
57,49.116254925727844
58,72.6785831451416
59,49.34157970547676
60,87.08482360839844
61,66.20244026184082
62,36.424941301345825
63,31.447378635406494
64,37.85419750213623
65,60.33557367324829
66,37.76679968833923
67,72.85588645935059
68,36.684223651885986
69,37.618016481399536
70,38.702316999435425
71,24.188414096832275
72,38.96371793746948
73,57.708698987960815
74,30.743124961853027
75,76.28739738464355
76,28.84537410736084
77,39.82460832595825
78,31.57821750640869
79,19.91568946838379
80,34.33898162841797
81,49.06879958510399
82,57.45868706703186
83,62.96689796447754
84,75.43531036376953
85,36.70438027381897
86,76.0545301437378
87,49.892309725284576
88,72.28780746459961
89,49.73776996135712
90,84.34159183502197
91,66.09927749633789
92,38.72462010383606
93,30.921983242034912
94,40.59851145744324
95,58.74885392189026
96,40.42323660850525
97,73.12395286560059
98,39.98089599609375
99,37.089755058288574
100,41.505558013916016
101,23.671889305114746
102,42.22228503227234
103,55.571552753448486
104,31.821414470672607
105,76.57953357696533
106,30.907974243164062
107,36.95629262924194
108,31.708499908447266
109,17.477259635925293
110,35.619750022888184
111,47.747765846550465
112,54.10216569900513
113,65.32089185714722
114,78.0953893661499
115,34.317057609558105
116,79.20161819458008
117,48.70414097607136
118,72.58421516418457
119,48.819625586271286
120,82.09256172180176
121,66.87318277359009
122,37.38084125518799
123,27.87583065032959
124,38.9641170501709
125,60.58129262924194
126,37.71809148788452
127,74.09497833251953
128,38.355408668518066
129,35.0106782913208
130,38.69376039505005
131,21.19383144378662
132,40.31486463546753
133,56.78551125526428
134,26.64591407775879
135,79.90338134765625
136,28.00555658340454
137,36.77798080444336
138,27.734131336212158
139,13.912885665893555
140,32.67430830001831
141,47.30843237042427
142,54.260215759277344
143,65.01631021499634
144,77.62973213195801
145,34.542099952697754
146,77.92777061462402
147,48.33820183575153
148,71.05208015441895
149,48.69700652360916
150,85.54116439819336
151,67.51458692550659
152,37.131869316101074
153,28.00858211517334
154,37.772465229034424
155,59.06674933433533
156,37.1381356716156
157,74.79889297485352
158,38.832435607910156
159,36.060877561569214
160,37.75357389450073
161,19.990084648132324
162,39.947330474853516
163,54.67835211753845
164,30.92941904067993
165,80.57509517669678
166,31.098094940185547
167,39.0520977973938
168,30.52212953567505
169,14.025910377502441
170,32.79481601715088
171,47.143130868673325
172,51.52746033668518
173,65.12381601333618
174,75.68187618255615
175,32.45014572143555
176,78.12751007080078
177,48.25607988238335
178,72.54574012756348
179,48.47804372012615
180,85.35980415344238
181,66.05506896972656
182,34.45796871185303
183,25.43230962753296
184,35.38869380950928
185,59.22212791442871
186,36.003684997558594
187,74.52871227264404
188,35.91224670410156
189,34.39369869232178
190,36.894707679748535
191,18.084403038024902
192,37.19475317001343
193,59.008845806121826
194,26.69313669204712
195,79.67168712615967
196,26.873727321624756
197,36.93483209609985
198,27.03515625
199,12.64991569519043
200,27.95430850982666
201,49.46179264783859
202,54.18262767791748
203,64.57497882843018
204,76.90773010253906
205,31.377385139465332
206,78.13134670257568
207,49.38061362504959
208,72.73964881896973
209,48.83434045314789
210,83.8057165145874
211,67.23582744598389
212,36.9102680683136
213,29.729802131652832
214,36.6816680431366
215,61.238821506500244
216,38.11719989776611
217,73.44475650787354
218,37.6999089717865
219,35.56798553466797
220,37.64179730415344
221,23.879467964172363
222,37.87575602531433
223,56.31319069862366
224,31.823397159576416
225,79.16976070404053
226,29.649965286254883
227,37.70705223083496
228,30.432081699371338
229,17.100082397460938
230,30.480534553527832
231,50.615525007247925
232,54.64415216445923
233,64.9820122718811
234,74.17819118499756
235,34.43447399139404
236,75.00496673583984
237,50.51200318336487
238,70.17926788330078
239,50.533005595207214
240,82.24972343444824
241,65.0619764328003
242,39.009499311447144
243,31.87578535079956
244,38.127068281173706
245,59.12862467765808
246,39.92577266693115
247,70.89692687988281
248,39.92976236343384
249,37.69666814804077
250,39.325785398483276
251,25.940155506134033
252,38.52279853820801
253,55.61023736000061
254,30.93465757369995
255,79.39295196533203
256,33.07312345504761
257,41.342629194259644
258,30.399096965789795
259,17.501572608947754
260,29.808892250061035
261,47.33070310950279
262,58.47277808189392
263,61.917128562927246
